image_path,source,breed_raw,annotation_path,is_corrupt,width,height,mode,aspect_ratio,file_hash,phash,breed_harmonized,resized_path,mean_brightness,mean_r,mean_g,mean_b,filesize_bytes,brightness_outlier,breed_group,label
C:\Users\alyss\data\archive (1)\images\Images\n02105505-komondor\n02105505_3781.jpg,stanford_dogs,n02105505-komondor,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02105505-komondor\n02105505_3781,False,346,500,RGB,0.692,1e024846cd797a026dbdec55acf862ee,cbd86083b6603fba,Komondor,./data/_resized_224\13289.jpg,118.07175,118.187836,117.05378,118.97362,23949,False,other,64
C:\Users\alyss\data\archive (1)\images\Images\n02102177-Welsh_springer_spaniel\n02102177_2426.jpg,stanford_dogs,n02102177-Welsh_springer_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02102177-Welsh_springer_spaniel\n02102177_2426,False,500,375,RGB,1.3333333333333333,6905dc82c0ee1d4bbbac2723c242dc6b,e69dd8272930dc4b,Welsh Springer Spaniel,./data/_resized_224\11744.jpg,84.4245,87.967995,91.74496,73.56055,41999,False,other,110
C:\Users\alyss\data\archive (1)\images\Images\n02115641-dingo\n02115641_4851.jpg,stanford_dogs,n02115641-dingo,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02115641-dingo\n02115641_4851,False,500,375,RGB,1.3333333333333333,ce243b9633d8f3cd30f89c27c4ed313b,c9296ef4899a5c72,Dingo,./data/_resized_224\20102.jpg,128.09715,143.27818,139.32779,101.6855,59008,False,other,37
C:\Users\alyss\data\archive (1)\images\Images\n02091134-whippet\n02091134_10548.jpg,stanford_dogs,n02091134-whippet,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091134-whippet\n02091134_10548,False,500,345,RGB,1.4492753623188406,5aec70ed85d03ee85001fa537eb6fce0,dc9c336300c5f766,Whippet,./data/_resized_224\3810.jpg,96.82911,120.47302,102.087654,67.92665,39530,False,other,112
C:\Users\alyss\data\archive (1)\images\Images\n02091032-Italian_greyhound\n02091032_334.jpg,stanford_dogs,n02091032-Italian_greyhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091032-Italian_greyhound\n02091032_334,False,500,375,RGB,1.3333333333333333,a4c6fb165399806211f1765bfcddce9b,a093f4cc78c4e673,Italian Greyhound,./data/_resized_224\3699.jpg,135.9184,150.38664,137.47935,119.8892,24100,False,other,59
C:\Users\alyss\data\archive (1)\images\Images\n02090379-redbone\n02090379_5404.jpg,stanford_dogs,n02090379-redbone,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02090379-redbone\n02090379_5404,False,500,333,RGB,1.5015015015015014,e6ccff991f498c8f4e11d319e608ca9a,e949982b39b1c73c,Redbone,./data/_resized_224\3234.jpg,110.0049,126.23521,104.78668,98.99281,30140,False,other,86
C:\Users\alyss\data\archive (1)\images\Images\n02112350-keeshond\n02112350_2640.jpg,stanford_dogs,n02112350-keeshond,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02112350-keeshond\n02112350_2640,False,1000,821,RGB,1.218026796589525,6578b4bd9ae8811610f30426d2ccc484,ce182d4979657536,Keeshond,./data/_resized_224\18800.jpg,77.770096,100.37944,74.17155,58.759308,238586,False,other,61
C:\Users\alyss\data\archive (1)\images\Images\n02096051-Airedale\n02096051_5267.jpg,stanford_dogs,n02096051-Airedale,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096051-Airedale\n02096051_5267,False,375,500,RGB,0.75,7099b50cead3c1229635bea70b159edb,b6849d98c9e3c0af,Airedale,./data/_resized_224\7303.jpg,134.37123,135.85945,134.95848,132.29576,42761,False,other,3
C:\Users\alyss\data\archive (1)\images\Images\n02110063-malamute\n02110063_10751.jpg,stanford_dogs,n02110063-malamute,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110063-malamute\n02110063_10751,False,500,375,RGB,1.3333333333333333,40061316712835ea79ca4a8f564eba93,dc01639c697e8de1,Malamute,./data/_resized_224\16599.jpg,80.22098,78.51186,82.77323,79.37784,51154,False,other,70
C:\Users\alyss\data\archive (1)\images\Images\n02094433-Yorkshire_terrier\n02094433_5500.jpg,stanford_dogs,n02094433-Yorkshire_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02094433-Yorkshire_terrier\n02094433_5500,False,296,360,RGB,0.8222222222222222,77b16d852c108a4bf7308e79733e3f1b,92817d3720787ed9,Yorkshire Terrier,./data/_resized_224\6609.jpg,97.86493,108.88717,98.31719,86.39042,15825,False,other,114
C:\Users\alyss\data\archive (1)\images\Images\n02091467-Norwegian_elkhound\n02091467_2343.jpg,stanford_dogs,n02091467-Norwegian_elkhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091467-Norwegian_elkhound\n02091467_2343,False,500,375,RGB,1.3333333333333333,7642086cedb850d697447e7dfc25f950,b3fae9921429cb91,Norwegian Elkhound,./data/_resized_224\4213.jpg,107.017204,98.49491,116.68104,105.87565,63399,False,other,77
C:\Users\alyss\data\archive (1)\images\Images\n02108422-bull_mastiff\n02108422_1016.jpg,stanford_dogs,n02108422-bull_mastiff,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02108422-bull_mastiff\n02108422_1016,False,500,388,RGB,1.288659793814433,47bb02339bb2568df844e16ad5e3a4ca,f4a4cf1dd9803e38,Bull Mastiff,./data/_resized_224\15653.jpg,148.01154,175.72423,155.79234,112.51804,24784,False,other,25
C:\Users\alyss\data\archive (1)\images\Images\n02102480-Sussex_spaniel\n02102480_7690.jpg,stanford_dogs,n02102480-Sussex_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02102480-Sussex_spaniel\n02102480_7690,False,550,384,RGB,1.4322916666666667,fcf4298a36b2b4267f171695cdfe1b77,cae1d12daa38d633,Sussex Spaniel,./data/_resized_224\12133.jpg,105.221695,132.63698,105.98464,77.04347,47905,False,other,103
C:\Users\alyss\data\archive (1)\images\Images\n02108915-French_bulldog\n02108915_2570.jpg,stanford_dogs,n02108915-French_bulldog,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02108915-French_bulldog\n02108915_2570,False,375,500,RGB,0.75,2c02a812680353444487cf290a2ddbae,d2442c276d6a336f,French Bulldog,./data/_resized_224\16007.jpg,141.47348,147.73642,140.76003,135.92398,131182,False,other,45
C:\Users\alyss\data\archive (1)\images\Images\n02112706-Brabancon_griffon\n02112706_2456.jpg,stanford_dogs,n02112706-Brabancon_griffon,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02112706-Brabancon_griffon\n02112706_2456,False,500,333,RGB,1.5015015015015014,25905663fc5a602ef1532d6839e34f5b,9194cef3338cccf0,Brabancon Griffon,./data/_resized_224\19026.jpg,125.15599,138.6791,164.17906,72.6098,50809,False,other,22
C:\Users\alyss\data\archive (1)\images\Images\n02106550-Rottweiler\n02106550_6424.jpg,stanford_dogs,n02106550-Rottweiler,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02106550-Rottweiler\n02106550_6424,False,500,333,RGB,1.5015015015015014,dd7c6540c8e3e937f156253b08a57a22,e9b98495d6d398c2,Rottweiler,./data/_resized_224\14244.jpg,83.326836,79.737114,96.788605,73.454796,29548,False,other,88
C:\Users\alyss\data\archive (1)\images\Images\n02095314-wire-haired_fox_terrier\n02095314_3039.jpg,stanford_dogs,n02095314-wire-haired_fox_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02095314-wire-haired_fox_terrier\n02095314_3039,False,446,500,RGB,0.892,498dccc68fe71c0b944cf8fbbd2fc691,b8915f9bf0640697,Wire-Haired Fox Terrier,./data/_resized_224\6742.jpg,112.43396,119.80365,112.20509,105.29314,53823,False,other,113
C:\Users\alyss\data\archive (1)\images\Images\n02098105-soft-coated_wheaten_terrier\n02098105_2394.jpg,stanford_dogs,n02098105-soft-coated_wheaten_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02098105-soft-coated_wheaten_terrier\n02098105_2394,False,330,500,RGB,0.66,245be80a764bab9ee68fa29e129a974f,f13e0c6997b0d2c9,Soft-Coated Wheaten Terrier,./data/_resized_224\9224.jpg,116.33036,117.60166,131.3526,100.0368,61462,False,other,101
C:\Users\alyss\data\archive (1)\images\Images\n02088094-Afghan_hound\n02088094_2292.jpg,stanford_dogs,n02088094-Afghan_hound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02088094-Afghan_hound\n02088094_2292,False,500,375,RGB,1.3333333333333333,84c6bb899edbeadaa6fadc428fd63cf6,c1b5f70e306b0b6a,Afghan Hound,./data/_resized_224\1748.jpg,96.966194,118.61894,89.83224,82.4474,27935,False,other,1
C:\Users\alyss\data\archive (1)\images\Images\n02094433-Yorkshire_terrier\n02094433_1869.jpg,stanford_dogs,n02094433-Yorkshire_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02094433-Yorkshire_terrier\n02094433_1869,False,500,334,RGB,1.497005988023952,fb064d0bb7eda2d00be1202af335490f,c1be17f18c89259d,Yorkshire Terrier,./data/_resized_224\6507.jpg,135.16429,176.97096,133.19444,95.3275,21131,False,other,114
C:\Users\alyss\data\archive (1)\images\Images\n02111277-Newfoundland\n02111277_2769.jpg,stanford_dogs,n02111277-Newfoundland,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02111277-Newfoundland\n02111277_2769,False,330,300,RGB,1.1,8b3cb0cc0462bb8e129236b49ca193b3,efc19635e3464853,Newfoundland,./data/_resized_224\17801.jpg,150.94899,162.7073,142.84074,147.29893,20044,False,other,75
C:\Users\alyss\data\archive (1)\images\Images\n02105855-Shetland_sheepdog\n02105855_3549.jpg,stanford_dogs,n02105855-Shetland_sheepdog,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02105855-Shetland_sheepdog\n02105855_3549,False,500,384,RGB,1.3020833333333333,dc5cab47ffb222a18554b394db7e164e,afb69e899168c386,Shetland Sheepdog,./data/_resized_224\13635.jpg,139.42378,144.84312,138.7955,134.63269,106182,False,other,97
C:\Users\alyss\data\archive (1)\images\Images\n02097658-silky_terrier\n02097658_11235.jpg,stanford_dogs,n02097658-silky_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02097658-silky_terrier\n02097658_11235,False,500,375,RGB,1.3333333333333333,30fa5509a042d6733972ed9ebb60b216,a55ac0ad4b5b4e72,Silky Terrier,./data/_resized_224\8995.jpg,104.63356,110.82182,103.770905,99.30796,53699,False,other,100
C:\Users\alyss\data\archive (1)\images\Images\n02111129-Leonberg\n02111129_4677.jpg,stanford_dogs,n02111129-Leonberg,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02111129-Leonberg\n02111129_4677,False,500,333,RGB,1.5015015015015014,ec53c36a2dc2a70b54434c2afc3587c5,87d4983a6334e6d3,Leonberg,./data/_resized_224\17679.jpg,106.20483,150.07646,126.565056,41.97296,48799,False,other,68
C:\Users\alyss\data\archive (1)\images\Images\n02086910-papillon\n02086910_6306.jpg,stanford_dogs,n02086910-papillon,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02086910-papillon\n02086910_6306,False,500,375,RGB,1.3333333333333333,732d37c54e8305b884467daad782d833,9433712cc7c63c79,Papillon,./data/_resized_224\1263.jpg,124.41862,130.47855,124.29056,118.48671,52832,False,other,81
C:\Users\alyss\data\archive (1)\images\Images\n02090379-redbone\n02090379_3943.jpg,stanford_dogs,n02090379-redbone,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02090379-redbone\n02090379_3943,False,500,333,RGB,1.5015015015015014,bcd5e40a57a9c0cd5622af002c349749,a416eb23cf4693e4,Redbone,./data/_resized_224\3184.jpg,105.21608,136.54109,101.32865,77.77848,24974,False,other,86
C:\Users\alyss\data\archive (1)\images\Images\n02095570-Lakeland_terrier\n02095570_3963.jpg,stanford_dogs,n02095570-Lakeland_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02095570-Lakeland_terrier\n02095570_3963,False,500,375,RGB,1.3333333333333333,72759abe3cb41d534a7b162533ef57b6,952e62c99d366ed0,Lakeland Terrier,./data/_resized_224\6906.jpg,61.82942,70.225716,56.86572,58.39682,43550,False,other,67
C:\Users\alyss\data\archive (1)\images\Images\n02113799-standard_poodle\n02113799_5600.jpg,stanford_dogs,n02113799-standard_poodle,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02113799-standard_poodle\n02113799_5600,False,358,500,RGB,0.716,d36d76f2915f93d813f10bbd3a569649,bcd0ca80b8f9d9d2,Poodle,./data/_resized_224\19827.jpg,49.60999,51.675346,52.263,44.89162,35934,True,other,84
C:\Users\alyss\data\archive (1)\images\Images\n02111889-Samoyed\n02111889_16666.jpg,stanford_dogs,n02111889-Samoyed,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02111889-Samoyed\n02111889_16666,False,500,375,RGB,1.3333333333333333,1fb90be01e29976e52557f423159d9f6,f27939340e8995c7,Samoyed,./data/_resized_224\18196.jpg,135.95892,133.30565,135.82333,138.74776,34170,False,other,91
C:\Users\alyss\data\archive (1)\images\Images\n02110185-Siberian_husky\n02110185_11445.jpg,stanford_dogs,n02110185-Siberian_husky,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110185-Siberian_husky\n02110185_11445,False,500,375,RGB,1.3333333333333333,9a6c180f52bb771ba1df1cfad5c6d937,8898d2dacecec5b1,Siberian Husky,./data/_resized_224\16794.jpg,149.55017,154.70036,144.57625,149.37392,40991,False,other,99
C:\Users\alyss\data\archive (1)\images\Images\n02086646-Blenheim_spaniel\n02086646_1447.jpg,stanford_dogs,n02086646-Blenheim_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02086646-Blenheim_spaniel\n02086646_1447,False,198,255,RGB,0.7764705882352941,952db158aa70b4e4a735a326f314909a,c39d3ce20f92ea0b,Blenheim Spaniel,./data/_resized_224\970.jpg,88.90714,94.00495,94.1853,78.53117,15138,False,other,13
C:\Users\alyss\data\archive (1)\images\Images\n02091032-Italian_greyhound\n02091032_10449.jpg,stanford_dogs,n02091032-Italian_greyhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091032-Italian_greyhound\n02091032_10449,False,424,500,RGB,0.848,476fb504339a71c08f26c0b6d2a4dd96,fd50a59523a9436b,Italian Greyhound,./data/_resized_224\3631.jpg,103.140785,117.74855,104.0497,87.624115,24052,False,other,59
C:\Users\alyss\data\archive (1)\images\Images\n02094433-Yorkshire_terrier\n02094433_4990.jpg,stanford_dogs,n02094433-Yorkshire_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02094433-Yorkshire_terrier\n02094433_4990,False,500,375,RGB,1.3333333333333333,1939935e5f9c213e42f7b9d76d648910,9b9a246ff3008c9f,Yorkshire Terrier,./data/_resized_224\6601.jpg,49.191517,55.401375,53.23625,38.936928,27405,True,other,114
C:\Users\alyss\data\archive (1)\images\Images\n02093647-Bedlington_terrier\n02093647_2326.jpg,stanford_dogs,n02093647-Bedlington_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02093647-Bedlington_terrier\n02093647_2326,False,322,500,RGB,0.644,66d73b89f3268cd31035c40da12dc2dd,8d195a3c4c756367,Bedlington Terrier,./data/_resized_224\5509.jpg,122.613434,122.11307,154.24013,91.48712,48372,False,other,10
C:\Users\alyss\data\archive (1)\images\Images\n02100236-German_short-haired_pointer\n02100236_3460.jpg,stanford_dogs,n02100236-German_short-haired_pointer,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02100236-German_short-haired_pointer\n02100236_3460,False,500,377,RGB,1.326259946949602,b6b5a2c6caeb78d05abb73bfda75b278,e43b8597165a2e4e,German Short-Haired Pointer,./data/_resized_224\10521.jpg,142.0077,147.83092,137.55809,140.6341,46180,False,other,47
C:\Users\alyss\data\archive (1)\images\Images\n02107683-Bernese_mountain_dog\n02107683_4558.jpg,stanford_dogs,n02107683-Bernese_mountain_dog,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107683-Bernese_mountain_dog\n02107683_4558,False,281,500,RGB,0.562,f5b5644233fe0d6ca1b7b63a969e5ebb,bdd0a28ad26b2d4b,Bernese Mountain Dog,./data/_resized_224\15063.jpg,110.958015,110.994286,111.35736,110.52241,26736,False,other,11
C:\Users\alyss\data\archive (1)\images\Images\n02108422-bull_mastiff\n02108422_3169.jpg,stanford_dogs,n02108422-bull_mastiff,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02108422-bull_mastiff\n02108422_3169,False,333,500,RGB,0.666,8494bf7b40894a901713de9c79a334c3,c1259e387cc399ce,Bull Mastiff,./data/_resized_224\15714.jpg,49.492268,57.38474,50.005177,41.086895,31917,True,other,25
C:\Users\alyss\data\archive (1)\images\Images\n02112350-keeshond\n02112350_2211.jpg,stanford_dogs,n02112350-keeshond,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02112350-keeshond\n02112350_2211,False,500,375,RGB,1.3333333333333333,35d82815371de8bd44de0e9ff79ff307,a7e9b9b4f4f12410,Keeshond,./data/_resized_224\18795.jpg,116.29378,113.26343,127.173805,108.444115,68980,False,other,61
C:\Users\alyss\data\archive (1)\images\Images\n02090721-Irish_wolfhound\n02090721_3866.jpg,stanford_dogs,n02090721-Irish_wolfhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02090721-Irish_wolfhound\n02090721_3866,False,333,500,RGB,0.666,bb151e709b18bae762d8d8463365aac0,aacb773165152b26,Irish Wolfhound,./data/_resized_224\3526.jpg,128.56825,113.99594,144.27594,127.43286,28297,False,other,58
C:\Users\alyss\data\archive (1)\images\Images\n02094258-Norwich_terrier\n02094258_2107.jpg,stanford_dogs,n02094258-Norwich_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02094258-Norwich_terrier\n02094258_2107,False,500,344,RGB,1.4534883720930232,e363b9044a45e0f31d67d511313446f8,ec0f0366c6a6b89b,Norwich Terrier,./data/_resized_224\6364.jpg,74.13817,94.94257,72.88491,54.587025,67756,False,other,78
C:\Users\alyss\data\archive (1)\images\Images\n02089078-black-and-tan_coonhound\n02089078_4098.jpg,stanford_dogs,n02089078-black-and-tan_coonhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02089078-black-and-tan_coonhound\n02089078_4098,False,500,375,RGB,1.3333333333333333,11023e83b7f636752c33e47b264be065,a53ccac13ecd31cc,Black-And-Tan Coonhound,./data/_resized_224\2762.jpg,69.6671,69.6671,69.6671,69.6671,21905,False,other,12
C:\Users\alyss\data\archive (1)\images\Images\n02111129-Leonberg\n02111129_3799.jpg,stanford_dogs,n02111129-Leonberg,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02111129-Leonberg\n02111129_3799,False,333,500,RGB,0.666,5900e90ecea4497fbc31732d1ebf5d44,ae08c19736422ffb,Leonberg,./data/_resized_224\17645.jpg,129.98242,129.92346,135.74808,124.27567,33984,False,other,68
C:\Users\alyss\data\archive (1)\images\Images\n02109047-Great_Dane\n02109047_31049.jpg,stanford_dogs,n02109047-Great_Dane,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02109047-Great_Dane\n02109047_31049,False,604,453,RGB,1.3333333333333333,791dd215725be130b863c2c7b91b8412,ae14c8e49a4b3d3e,Great Dane,./data/_resized_224\16211.jpg,141.14912,156.90138,141.76274,124.78329,35642,False,other,50
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_8611.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_8611,False,332,332,RGB,1.0,4e9e64e37278d6fc5b3c47c83ddfa623,9859e4719262e776,Chihuahua,./data/_resized_224\142.jpg,100.073975,106.23479,99.35857,94.62858,24308,False,other,28
C:\Users\alyss\data\archive (1)\images\Images\n02096437-Dandie_Dinmont\n02096437_3655.jpg,stanford_dogs,n02096437-Dandie_Dinmont,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096437-Dandie_Dinmont\n02096437_3655,False,159,196,RGB,0.8112244897959183,67ad0aba029b1414d5da298d6d8fc73c,c84fc77a3ac421c7,Dandie Dinmont,./data/_resized_224\7896.jpg,143.53514,175.40544,152.09755,103.102455,5028,False,other,35
C:\Users\alyss\data\archive (1)\images\Images\n02102480-Sussex_spaniel\n02102480_5906.jpg,stanford_dogs,n02102480-Sussex_spaniel,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02102480-Sussex_spaniel\n02102480_5906,False,724,580,RGB,1.2482758620689656,ae6b64ea80a2eb8b4dcc61c32e647acd,f80da673c1341ceb,Sussex Spaniel,./data/_resized_224\12091.jpg,127.378204,129.09758,132.08269,120.95433,76172,False,other,103
C:\Users\alyss\data\archive (1)\images\Images\n02109047-Great_Dane\n02109047_22193.jpg,stanford_dogs,n02109047-Great_Dane,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02109047-Great_Dane\n02109047_22193,False,600,450,RGB,1.3333333333333333,bbfa6c2bc39526d9bd0bd87181a830e0,b19ba413964dc54f,Great Dane,./data/_resized_224\16172.jpg,142.52591,139.05574,146.40753,142.1145,41925,False,other,50
C:\Users\alyss\data\archive (1)\images\Images\n02109047-Great_Dane\n02109047_12916.jpg,stanford_dogs,n02109047-Great_Dane,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02109047-Great_Dane\n02109047_12916,False,375,500,RGB,0.75,3e9fae49a5e8aa527815980023d866d4,da25239699d265f2,Great Dane,./data/_resized_224\16135.jpg,68.39192,76.086525,67.870926,61.218304,32296,False,other,50
C:\Users\alyss\data\archive (1)\images\Images\n02091244-Ibizan_hound\n02091244_2625.jpg,stanford_dogs,n02091244-Ibizan_hound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02091244-Ibizan_hound\n02091244_2625,False,300,200,RGB,1.5,b493122ca5197bb28dbb8fd7ec1dee39,98ad6612d9ca2d73,Ibizan Hound,./data/_resized_224\4050.jpg,91.040764,97.46843,108.88313,66.77074,13118,False,other,54
C:\Users\alyss\data\archive (1)\images\Images\n02086910-papillon\n02086910_3714.jpg,stanford_dogs,n02086910-papillon,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02086910-papillon\n02086910_3714,False,500,372,RGB,1.3440860215053765,cf2a20e5b1cf87285565375384c03f9e,d55d26639d9e4096,Papillon,./data/_resized_224\1207.jpg,108.34748,108.434105,107.84196,108.766365,41397,False,other,81
C:\Users\alyss\data\archive (1)\images\Images\n02096051-Airedale\n02096051_5776.jpg,stanford_dogs,n02096051-Airedale,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02096051-Airedale\n02096051_5776,False,500,333,RGB,1.5015015015015014,6d1dfada5c1a38afa2b5a255b474b971,b9cb67365229855a,Airedale,./data/_resized_224\7310.jpg,93.62422,106.54168,94.06523,80.26576,33924,False,other,3
C:\Users\alyss\data\archive (1)\images\Images\n02085620-Chihuahua\n02085620_1298.jpg,stanford_dogs,n02085620-Chihuahua,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02085620-Chihuahua\n02085620_1298,False,480,333,RGB,1.4414414414414414,19a9b9ef2eef6a5ae8294e38aba2c444,9355571acb736b08,Chihuahua,./data/_resized_224\20.jpg,122.86962,133.611,122.699486,112.298386,34190,False,other,28
C:\Users\alyss\data\archive (1)\images\Images\n02107142-Doberman\n02107142_1901.jpg,stanford_dogs,n02107142-Doberman,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02107142-Doberman\n02107142_1901,False,500,375,RGB,1.3333333333333333,f2b2ae62a1ee2eb01976f0cd59eb63c5,870f78400645cfff,Doberman,./data/_resized_224\14489.jpg,111.2599,122.06609,124.51423,87.1994,64373,False,other,38
C:\Users\alyss\data\archive (1)\images\Images\n02094114-Norfolk_terrier\n02094114_3826.jpg,stanford_dogs,n02094114-Norfolk_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02094114-Norfolk_terrier\n02094114_3826,False,500,333,RGB,1.5015015015015014,c17e2ef3c5313e502a8c76fbe61dea70,b4e28fc613deb007,Norfolk Terrier,./data/_resized_224\6246.jpg,139.3854,156.11717,132.76665,129.27238,54512,False,other,76
C:\Users\alyss\data\archive (1)\images\Images\n02111889-Samoyed\n02111889_11502.jpg,stanford_dogs,n02111889-Samoyed,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02111889-Samoyed\n02111889_11502,False,500,375,RGB,1.3333333333333333,408d2e35efa8922a27bb759e5622682b,8f476ae135944ae9,Samoyed,./data/_resized_224\18151.jpg,150.33195,167.09267,149.49048,134.41272,27211,False,other,91
C:\Users\alyss\data\archive (1)\images\Images\n02097298-Scotch_terrier\n02097298_7115.jpg,stanford_dogs,n02097298-Scotch_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02097298-Scotch_terrier\n02097298_7115,False,500,375,RGB,1.3333333333333333,22b548227c3fc141860c626e7c9c5e61,a579cbe88a2acb34,Scotch Terrier,./data/_resized_224\8714.jpg,89.94034,89.20137,83.31512,97.30452,47519,False,other,94
C:\Users\alyss\data\archive (1)\images\Images\n02093859-Kerry_blue_terrier\n02093859_3283.jpg,stanford_dogs,n02093859-Kerry_blue_terrier,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02093859-Kerry_blue_terrier\n02093859_3283,False,500,333,RGB,1.5015015015015014,2a5a697ffd11f5e936eabb2216e83448,a4f1eb560b58dc46,Kerry Blue Terrier,./data/_resized_224\5908.jpg,37.453373,33.436695,39.66481,39.258614,36543,True,other,63
C:\Users\alyss\data\archive (1)\images\Images\n02106166-Border_collie\n02106166_7329.jpg,stanford_dogs,n02106166-Border_collie,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02106166-Border_collie\n02106166_7329,False,383,500,RGB,0.766,983e26029a3b54187b30593aa2338224,aa3cb4d9c3274d4c,Border Collie,./data/_resized_224\13958.jpg,106.17082,107.37884,107.98347,103.15017,28769,False,other,16
C:\Users\alyss\data\archive (1)\images\Images\n02110185-Siberian_husky\n02110185_13127.jpg,stanford_dogs,n02110185-Siberian_husky,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02110185-Siberian_husky\n02110185_13127,False,375,500,RGB,0.75,3d781eff1178ccf778119a46b40e2f21,a9a995d29eda8685,Siberian Husky,./data/_resized_224\16814.jpg,122.50425,128.79033,124.01254,114.709885,27195,False,other,99
C:\Users\alyss\data\archive (1)\images\Images\n02108551-Tibetan_mastiff\n02108551_4284.jpg,stanford_dogs,n02108551-Tibetan_mastiff,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02108551-Tibetan_mastiff\n02108551_4284,False,450,383,RGB,1.174934725848564,b9d04a0afe3de40ba58ad1e33fc76225,eac29c34c32ee32d,Tibetan Mastiff,./data/_resized_224\15897.jpg,166.87793,181.3819,159.10535,160.14651,34292,False,other,104
C:\Users\alyss\data\archive (1)\images\Images\n02111500-Great_Pyrenees\n02111500_4993.jpg,stanford_dogs,n02111500-Great_Pyrenees,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02111500-Great_Pyrenees\n02111500_4993,False,500,334,RGB,1.497005988023952,d593845adfb68993ef02e8b361959f3f,e3de8cc0833f4ce2,Great Pyrenees,./data/_resized_224\18033.jpg,137.902,130.13722,134.3328,149.23593,46096,False,other,51
C:\Users\alyss\data\archive (1)\images\Images\n02088466-bloodhound\n02088466_5131.jpg,stanford_dogs,n02088466-bloodhound,C:\Users\alyss\data\archive (1)\annotations\Annotation\n02088466-bloodhound\n02088466_5131,False,233,350,RGB,0.6657142857142857,aae942b3f96b7d9caeb496c08ed6bebb,dc4b600763d8f639,Bloodhound,./data/_resized_224\2336.jpg,109.71277,139.53882,99.27883,90.32065,16449,False,other,14
